Source,Target,Type,Time
3602,8784,Directed,45793
476,8519,Directed,45794
797,8624,Directed,45795
476,8519,Directed,45796
3649,8887,Directed,45797
714,8597,Directed,45798
476,8249,Directed,45799
414,8494,Directed,45800
3606,9012,Directed,45801
797,8624,Directed,45802
476,8311,Directed,45803
3602,8784,Directed,45804
476,8311,Directed,45805
3462,9003,Directed,45806
644,8752,Directed,45807
3649,8887,Directed,45808
2076,8871,Directed,45809
270,8432,Directed,45810
382,8480,Directed,45811
414,8494,Directed,45812
3312,8267,Directed,45813
3602,8784,Directed,45814
3606,9012,Directed,45815
2076,8871,Directed,45816
3651,8556,Directed,45817
3426,8999,Directed,45818
414,8494,Directed,45819
3602,8784,Directed,45820
714,8597,Directed,45821
205,8298,Directed,45822
3606,9012,Directed,45823
641,8580,Directed,45824
270,8432,Directed,45825
3602,8784,Directed,45826
3312,8267,Directed,45827
714,8597,Directed,45828
3354,8793,Directed,45829
3312,8267,Directed,45830
625,9006,Directed,45831
644,8752,Directed,45832
3649,8887,Directed,45833
797,8624,Directed,45834
3354,8793,Directed,45835
3463,8562,Directed,45836
1082,9006,Directed,45837
644,8752,Directed,45838
3462,9003,Directed,45839
3463,8562,Directed,45840
3649,8887,Directed,45841
414,8494,Directed,45842
3649,8887,Directed,45843
16,8703,Directed,45844
3606,9012,Directed,45845
3463,8562,Directed,45846
3602,8784,Directed,45847
3463,8562,Directed,45848
1082,9006,Directed,45849
3442,8695,Directed,45850
270,8432,Directed,45851
2468,8904,Directed,45852
3602,8784,Directed,45853
400,8737,Directed,45854
625,9006,Directed,45855
400,8737,Directed,45856
476,8295,Directed,45857
3463,8562,Directed,45858
2930,8949,Directed,45859
2930,8949,Directed,45860
440,8505,Directed,45861
3463,8562,Directed,45862
641,8580,Directed,45863
400,8737,Directed,45864
3606,9012,Directed,45865
3652,8477,Directed,45866
227,8320,Directed,45867
3463,8562,Directed,45868
3606,9012,Directed,45869
3312,8887,Directed,45870
400,8737,Directed,45871
245,8697,Directed,45872
2154,8878,Directed,45873
797,8624,Directed,45874
714,8597,Directed,45875
714,8597,Directed,45876
310,8481,Directed,45877
703,8401,Directed,45878
476,8301,Directed,45879
601,8801,Directed,45880
400,9011,Directed,45881
2076,8871,Directed,45882
3653,8246,Directed,45883
3606,9012,Directed,45884
849,8867,Directed,45885
400,8737,Directed,45886
476,8295,Directed,45887
474,8287,Directed,45888
1700,8537,Directed,45889
400,9011,Directed,45890
3312,8887,Directed,45891
476,8301,Directed,45892
2076,8871,Directed,45893
3463,8509,Directed,45894
3653,8246,Directed,45895
1329,8669,Directed,45896
270,8432,Directed,45897
797,8624,Directed,45898
476,8295,Directed,45899
3653,8246,Directed,45900
714,8597,Directed,45901
797,8624,Directed,45902
3312,8887,Directed,45903
1189,8822,Directed,45904
3654,8888,Directed,45905
1189,8822,Directed,45906
476,8295,Directed,45907
601,8801,Directed,45908
3653,8246,Directed,45909
3650,8990,Directed,45910
476,8516,Directed,45911
16,8703,Directed,45912
476,8516,Directed,45913
3312,8887,Directed,45914
3655,8463,Directed,45915
476,8519,Directed,45916
3656,8578,Directed,45917
476,8519,Directed,45918
417,8512,Directed,45919
322,8410,Directed,45920
417,8512,Directed,45921
1392,8631,Directed,45922
3312,8887,Directed,45923
714,8597,Directed,45924
227,8320,Directed,45925
3312,8887,Directed,45926
2930,8949,Directed,45927
3606,9012,Directed,45928
440,8505,Directed,45929
270,8432,Directed,45930
3237,8590,Directed,45931
574,8552,Directed,45932
3312,8887,Directed,45933
3442,8695,Directed,45934
1802,8250,Directed,45935
3312,8887,Directed,45936
1717,8821,Directed,45937
3463,8562,Directed,45938
714,8597,Directed,45939
3237,8590,Directed,45940
3650,8990,Directed,45941
400,8737,Directed,45942
3462,9003,Directed,45943
400,8737,Directed,45944
3462,9003,Directed,45945
270,8432,Directed,45946
714,8597,Directed,45947
3462,9003,Directed,45948
1300,8494,Directed,45949
3657,8873,Directed,45950
410,8294,Directed,45951
3462,9003,Directed,45952
1189,8822,Directed,45953
400,8914,Directed,45954
410,8294,Directed,45955
3148,8339,Directed,45956
400,8914,Directed,45957
400,8914,Directed,45958
476,8295,Directed,45959
68,8784,Directed,45960
417,8512,Directed,45961
1647,8717,Directed,45962
270,8432,Directed,45963
2930,8949,Directed,45964
417,8512,Directed,45965
417,8512,Directed,45966
981,8411,Directed,45967
268,8858,Directed,45968
400,8914,Directed,45969
546,8515,Directed,45970
1802,8250,Directed,45971
270,8432,Directed,45972
268,8858,Directed,45973
145,8276,Directed,45974
1802,8250,Directed,45975
1717,8821,Directed,45976
2136,8877,Directed,45977
714,8597,Directed,45978
400,8914,Directed,45979
1802,8250,Directed,45980
400,8914,Directed,45981
2076,8871,Directed,45982
3658,8246,Directed,45983
3312,8887,Directed,45984
410,8294,Directed,45985
2806,8545,Directed,45986
1802,8250,Directed,45987
1189,8822,Directed,45988
1816,8829,Directed,45989
417,8481,Directed,45990
1189,8822,Directed,45991
400,8914,Directed,45992
714,8597,Directed,45993
145,8276,Directed,45994
3462,9003,Directed,45995
1802,8250,Directed,45996
1717,8821,Directed,45997
3659,8803,Directed,45998
448,8477,Directed,45999
417,8481,Directed,46000
1835,8246,Directed,46001
3649,8887,Directed,46002
3659,8803,Directed,46003
3148,8339,Directed,46004
417,8481,Directed,46005
3474,8812,Directed,46006
1677,8452,Directed,46007
1804,8887,Directed,46008
3660,8873,Directed,46009
2478,8822,Directed,46010
417,8481,Directed,46011
3509,8311,Directed,46012
270,8432,Directed,46013
145,8276,Directed,46014
3661,8635,Directed,46015
625,9006,Directed,46016
3312,8887,Directed,46017
1189,8822,Directed,46018
3649,8887,Directed,46019
714,8597,Directed,46020
714,8597,Directed,46021
1189,8822,Directed,46022
3312,8887,Directed,46023
417,8481,Directed,46024
270,8432,Directed,46025
714,8597,Directed,46026
1189,8822,Directed,46027
417,8481,Directed,46028
270,8432,Directed,46029
2930,8949,Directed,46030
417,8481,Directed,46031
417,8481,Directed,46032
1793,8588,Directed,46033
68,8295,Directed,46034
951,8639,Directed,46035
400,8914,Directed,46036
268,8858,Directed,46037
145,8276,Directed,46038
1793,8588,Directed,46039
714,8597,Directed,46040
268,8858,Directed,46041
849,8867,Directed,46042
1152,8726,Directed,46043
145,8276,Directed,46044
268,8858,Directed,46045
878,8653,Directed,46046
1717,8821,Directed,46047
3662,8411,Directed,46048
68,8237,Directed,46049
2154,8878,Directed,46050
2930,8949,Directed,46051
1816,8829,Directed,46052
3462,9003,Directed,46053
3312,8887,Directed,46054
2930,8949,Directed,46055
3606,9012,Directed,46056
1189,8822,Directed,46057
1001,8710,Directed,46058
714,8597,Directed,46059
2930,8949,Directed,46060
2136,8877,Directed,46061
1189,8822,Directed,46062
2136,8877,Directed,46063
264,8429,Directed,46064
3606,9012,Directed,46065
2930,8949,Directed,46066
1001,8710,Directed,46067
1219,8576,Directed,46068
3663,8716,Directed,46069
3606,9012,Directed,46070
962,8678,Directed,46071
621,8556,Directed,46072
1189,8822,Directed,46073
3031,8411,Directed,46074
413,8300,Directed,46075
3663,8716,Directed,46076
2178,8587,Directed,46077
3312,8887,Directed,46078
1212,8438,Directed,46079
703,8401,Directed,46080
1816,8829,Directed,46081
3606,9012,Directed,46082
1082,9006,Directed,46083
1212,8438,Directed,46084
1001,8710,Directed,46085
2870,8260,Directed,46086
962,8678,Directed,46087
1804,8887,Directed,46088
3663,8716,Directed,46089
3462,9003,Directed,46090
1189,8822,Directed,46091
1001,8710,Directed,46092
3649,8887,Directed,46093
3655,8311,Directed,46094
1816,8829,Directed,46095
1212,8438,Directed,46096
1082,9006,Directed,46097
1189,8822,Directed,46098
3312,8887,Directed,46099
2870,8260,Directed,46100
3462,9003,Directed,46101
16,8325,Directed,46102
270,8432,Directed,46103
1212,8438,Directed,46104
962,8678,Directed,46105
994,8634,Directed,46106
3354,8793,Directed,46107
284,8887,Directed,46108
1189,8822,Directed,46109
1816,8829,Directed,46110
8,8234,Directed,46111
1212,8438,Directed,46112
3354,8793,Directed,46113
1082,9006,Directed,46114
962,8678,Directed,46115
268,8858,Directed,46116
1291,8744,Directed,46117
3663,8716,Directed,46118
410,8294,Directed,46119
3649,8887,Directed,46120
3354,8793,Directed,46121
2870,8260,Directed,46122
1189,8822,Directed,46123
2930,8949,Directed,46124
623,8716,Directed,46125
2930,8949,Directed,46126
1291,8744,Directed,46127
3663,8716,Directed,46128
1816,8829,Directed,46129
1189,8822,Directed,46130
3080,9014,Directed,46131
3663,8716,Directed,46132
3649,8887,Directed,46133
962,8678,Directed,46134
3354,8793,Directed,46135
3664,8435,Directed,46136
2136,9008,Directed,46137
623,8716,Directed,46138
962,8678,Directed,46139
410,8294,Directed,46140
3426,8999,Directed,46141
849,8641,Directed,46142
2870,8260,Directed,46143
1291,8744,Directed,46144
3665,8876,Directed,46145
268,8858,Directed,46146
1189,8822,Directed,46147
2930,8949,Directed,46148
400,8737,Directed,46149
1224,8887,Directed,46150
623,8716,Directed,46151
1189,8822,Directed,46152
962,8678,Directed,46153
1189,8822,Directed,46154
3526,8887,Directed,46155
1189,8822,Directed,46156
623,8716,Directed,46157
962,8678,Directed,46158
1189,8822,Directed,46159
268,8858,Directed,46160
440,8505,Directed,46161
494,8521,Directed,46162
1189,8822,Directed,46163
494,8521,Directed,46164
494,8521,Directed,46165
2121,8634,Directed,46166
3462,9003,Directed,46167
1189,8822,Directed,46168
764,8335,Directed,46169
3666,8827,Directed,46170
3312,8887,Directed,46171
623,8716,Directed,46172
1816,8829,Directed,46173
3080,9014,Directed,46174
410,8294,Directed,46175
2930,8949,Directed,46176
1189,8822,Directed,46177
413,8300,Directed,46178
1189,8822,Directed,46179
962,8678,Directed,46180
2965,8968,Directed,46181
1082,9006,Directed,46182
3080,9014,Directed,46183
1189,8822,Directed,46184
1816,8829,Directed,46185
322,8410,Directed,46186
410,8294,Directed,46187
400,8765,Directed,46188
1816,8829,Directed,46189
3080,9014,Directed,46190
3667,8949,Directed,46191
3462,9003,Directed,46192
268,8858,Directed,46193
504,8524,Directed,46194
2930,8949,Directed,46195
3462,9003,Directed,46196
1291,8744,Directed,46197
2136,9008,Directed,46198
2965,8968,Directed,46199
322,8410,Directed,46200
2870,8260,Directed,46201
410,8294,Directed,46202
145,8276,Directed,46203
1189,8822,Directed,46204
165,8249,Directed,46205
714,8597,Directed,46206
145,8276,Directed,46207
379,8478,Directed,46208
1189,8822,Directed,46209
165,8249,Directed,46210
1468,8765,Directed,46211
504,8524,Directed,46212
165,8249,Directed,46213
379,8478,Directed,46214
165,8249,Directed,46215
165,8249,Directed,46216
494,8521,Directed,46217
2930,8949,Directed,46218
476,8295,Directed,46219
714,8597,Directed,46220
476,8295,Directed,46221
849,8599,Directed,46222
849,8867,Directed,46223
1189,8822,Directed,46224
68,8887,Directed,46225
165,8249,Directed,46226
322,8410,Directed,46227
2136,8877,Directed,46228
410,8294,Directed,46229
849,8867,Directed,46230
3080,9014,Directed,46231
1593,8670,Directed,46232
1468,8765,Directed,46233
962,8678,Directed,46234
3668,8686,Directed,46235
2870,8260,Directed,46236
1291,8744,Directed,46237
962,8678,Directed,46238
714,8597,Directed,46239
3119,8966,Directed,46240
410,8294,Directed,46241
400,8737,Directed,46242
504,8524,Directed,46243
962,8678,Directed,46244
2930,8949,Directed,46245
3669,8504,Directed,46246
3670,8395,Directed,46247
322,8410,Directed,46248
45,8768,Directed,46249
714,8597,Directed,46250
145,8276,Directed,46251
3080,9014,Directed,46252
714,8597,Directed,46253
502,8264,Directed,46254
379,8799,Directed,46255
2136,8877,Directed,46256
400,9011,Directed,46257
3462,9003,Directed,46258
962,8678,Directed,46259
2136,8877,Directed,46260
3606,9012,Directed,46261
3462,9003,Directed,46262
442,8504,Directed,46263
962,8678,Directed,46264
3649,8887,Directed,46265
205,8403,Directed,46266
2870,8260,Directed,46267
1301,8308,Directed,46268
714,8597,Directed,46269
3080,9014,Directed,46270
410,8294,Directed,46271
504,8524,Directed,46272
1903,8382,Directed,46273
994,8634,Directed,46274
2965,8968,Directed,46275
277,8318,Directed,46276
849,8867,Directed,46277
3354,8793,Directed,46278
1219,8382,Directed,46279
1082,9006,Directed,46280
379,8799,Directed,46281
442,8504,Directed,46282
962,8678,Directed,46283
3670,8395,Directed,46284
962,8678,Directed,46285
145,8276,Directed,46286
962,8678,Directed,46287
2917,8947,Directed,46288
865,8578,Directed,46289
400,8765,Directed,46290
410,8294,Directed,46291
3080,9014,Directed,46292
849,8641,Directed,46293
714,8597,Directed,46294
1082,9006,Directed,46295
962,8678,Directed,46296
322,8410,Directed,46297
962,8678,Directed,46298
145,8276,Directed,46299
2697,8626,Directed,46300
145,8276,Directed,46301
1804,8241,Directed,46302
714,8597,Directed,46303
3354,8793,Directed,46304
962,8678,Directed,46305
2930,8949,Directed,46306
714,8597,Directed,46307
1804,8241,Directed,46308
3080,9014,Directed,46309
504,8524,Directed,46310
962,8678,Directed,46311
714,8597,Directed,46312
962,8678,Directed,46313
2697,8626,Directed,46314
3671,9015,Directed,46315
2930,8949,Directed,46316
205,8403,Directed,46317
504,8524,Directed,46318
2697,8626,Directed,46319
2444,8911,Directed,46320
2917,8947,Directed,46321
2444,8911,Directed,46322
145,8276,Directed,46323
962,8678,Directed,46324
2697,8626,Directed,46325
145,8276,Directed,46326
3442,8695,Directed,46327
3671,9015,Directed,46328
3080,9014,Directed,46329
3668,8425,Directed,46330
714,8597,Directed,46331
962,8678,Directed,46332
2917,8947,Directed,46333
2697,8626,Directed,46334
865,8578,Directed,46335
285,8626,Directed,46336
962,8678,Directed,46337
2917,8947,Directed,46338
285,8626,Directed,46339
1903,8382,Directed,46340
962,8678,Directed,46341
714,8597,Directed,46342
2126,8528,Directed,46343
145,8276,Directed,46344
378,8477,Directed,46345
1244,8738,Directed,46346
962,8678,Directed,46347
3080,9014,Directed,46348
963,8679,Directed,46349
400,8737,Directed,46350
1329,8669,Directed,46351
374,8257,Directed,46352
1244,8738,Directed,46353
3671,9015,Directed,46354
714,8597,Directed,46355
1082,9006,Directed,46356
205,8403,Directed,46357
1244,8738,Directed,46358
2930,8949,Directed,46359
145,8276,Directed,46360
3119,8966,Directed,46361
962,8678,Directed,46362
2917,8947,Directed,46363
1244,8738,Directed,46364
3080,9014,Directed,46365
16,8703,Directed,46366
205,8403,Directed,46367
205,8403,Directed,46368
3119,8966,Directed,46369
865,8578,Directed,46370
2917,8947,Directed,46371
714,8597,Directed,46372
617,8569,Directed,46373
205,8403,Directed,46374
205,8403,Directed,46375
962,8678,Directed,46376
205,8403,Directed,46377
205,8403,Directed,46378
3119,8966,Directed,46379
9,8235,Directed,46380
714,8597,Directed,46381
1244,8738,Directed,46382
145,8276,Directed,46383
3672,8745,Directed,46384
334,8459,Directed,46385
1348,8636,Directed,46386
3442,8695,Directed,46387
3354,8793,Directed,46388
145,8276,Directed,46389
1082,9006,Directed,46390
16,8703,Directed,46391
714,8597,Directed,46392
205,8403,Directed,46393
3671,9015,Directed,46394
617,8569,Directed,46395
994,8634,Directed,46396
962,8678,Directed,46397
3671,9015,Directed,46398
617,8569,Directed,46399
3354,8793,Directed,46400
3673,8339,Directed,46401
366,8472,Directed,46402
366,8472,Directed,46403
849,8641,Directed,46404
962,8678,Directed,46405
3671,9015,Directed,46406
3674,8628,Directed,46407
2107,8564,Directed,46408
205,8403,Directed,46409
3426,8999,Directed,46410
1903,8382,Directed,46411
366,8472,Directed,46412
714,8597,Directed,46413
145,8276,Directed,46414
205,8403,Directed,46415
3442,8695,Directed,46416
400,8737,Directed,46417
1130,8532,Directed,46418
2917,8947,Directed,46419
400,8737,Directed,46420
3671,9015,Directed,46421
714,8597,Directed,46422
714,8597,Directed,46423
145,8276,Directed,46424
3675,9004,Directed,46425
419,8411,Directed,46426
3676,8411,Directed,46427
865,8578,Directed,46428
3426,8999,Directed,46429
334,8459,Directed,46430
1082,9006,Directed,46431
714,8597,Directed,46432
1060,8666,Directed,46433
714,8597,Directed,46434
3671,9015,Directed,46435
1060,8666,Directed,46436
755,8610,Directed,46437
714,8597,Directed,46438
962,8678,Directed,46439
3677,9003,Directed,46440
1148,8507,Directed,46441
1301,8308,Directed,46442
3671,9015,Directed,46443
1060,8666,Directed,46444
145,8276,Directed,46445
962,8678,Directed,46446
366,8472,Directed,46447
653,8260,Directed,46448
714,8597,Directed,46449
2930,8949,Directed,46450
1242,8528,Directed,46451
3119,8966,Directed,46452
1436,8487,Directed,46453
145,8276,Directed,46454
16,8703,Directed,46455
3218,8463,Directed,46456
714,8597,Directed,46457
1301,8308,Directed,46458
962,8678,Directed,46459
2917,8947,Directed,46460
3440,8842,Directed,46461
366,8472,Directed,46462
3442,8695,Directed,46463
476,8311,Directed,46464
2917,8947,Directed,46465
3677,9003,Directed,46466
2177,8880,Directed,46467
3677,9003,Directed,46468
366,8472,Directed,46469
962,8678,Directed,46470
3678,8651,Directed,46471
1816,8829,Directed,46472
962,8678,Directed,46473
2162,8438,Directed,46474
145,8276,Directed,46475
1816,8829,Directed,46476
2177,8880,Directed,46477
2917,8947,Directed,46478
1090,8511,Directed,46479
962,8678,Directed,46480
3679,8274,Directed,46481
1812,8410,Directed,46482
1796,8357,Directed,46483
3679,8274,Directed,46484
145,8276,Directed,46485
1148,8717,Directed,46486
2917,8947,Directed,46487
3677,9003,Directed,46488
3679,8274,Directed,46489
2917,8947,Directed,46490
2930,8949,Directed,46491
145,8276,Directed,46492
3679,8435,Directed,46493
755,8610,Directed,46494
2930,8949,Directed,46495
1796,8551,Directed,46496
2917,8947,Directed,46497
3679,8435,Directed,46498
3680,8548,Directed,46499
3679,8435,Directed,46500
1812,8410,Directed,46501
205,8403,Directed,46502
448,8390,Directed,46503
714,8597,Directed,46504
3442,8695,Directed,46505
3681,8534,Directed,46506
205,8403,Directed,46507
1796,8516,Directed,46508
714,8597,Directed,46509
2917,8947,Directed,46510
1812,8410,Directed,46511
205,8403,Directed,46512
3677,9003,Directed,46513
714,8597,Directed,46514
2566,9016,Directed,46515
2566,9016,Directed,46516
2432,8910,Directed,46517
849,8641,Directed,46518
3442,8695,Directed,46519
714,8597,Directed,46520
656,8441,Directed,46521
2697,8437,Directed,46522
3679,8466,Directed,46523
849,8641,Directed,46524
3682,8439,Directed,46525
714,8597,Directed,46526
1443,8734,Directed,46527
13,8239,Directed,46528
2697,8437,Directed,46529
2917,8947,Directed,46530
1301,8308,Directed,46531
1812,8410,Directed,46532
340,8345,Directed,46533
1816,8829,Directed,46534
2697,8437,Directed,46535
3682,8439,Directed,46536
400,9011,Directed,46537
714,8597,Directed,46538
3682,8439,Directed,46539
3522,9007,Directed,46540
1812,8410,Directed,46541
286,8308,Directed,46542
366,8472,Directed,46543
3442,8695,Directed,46544
2917,8947,Directed,46545
2930,8949,Directed,46546
3354,8793,Directed,46547
865,8578,Directed,46548
3683,8874,Directed,46549
714,8597,Directed,46550
714,8597,Directed,46551
3522,9007,Directed,46552
2697,8437,Directed,46553
145,8276,Directed,46554
400,9011,Directed,46555
3119,8966,Directed,46556
145,8276,Directed,46557
1392,8234,Directed,46558
1816,8829,Directed,46559
1392,8234,Directed,46560
2917,8947,Directed,46561
334,8459,Directed,46562
1176,9006,Directed,46563
873,8649,Directed,46564
1816,8829,Directed,46565
2917,8947,Directed,46566
3119,8966,Directed,46567
3354,8793,Directed,46568
714,8597,Directed,46569
2930,8949,Directed,46570
3677,9003,Directed,46571
1212,8438,Directed,46572
1816,8829,Directed,46573
87,8951,Directed,46574
497,8346,Directed,46575
2205,8535,Directed,46576
3684,8649,Directed,46577
3532,8540,Directed,46578
3677,9003,Directed,46579
2566,9016,Directed,46580
2930,8949,Directed,46581
714,8597,Directed,46582
2917,8947,Directed,46583
285,8437,Directed,46584
3685,8716,Directed,46585
285,8437,Directed,46586
3142,8734,Directed,46587
3686,9013,Directed,46588
1136,8719,Directed,46589
3687,8814,Directed,46590
1176,8387,Directed,46591
640,8579,Directed,46592
3685,8716,Directed,46593
145,8276,Directed,46594
1816,8829,Directed,46595
2917,8947,Directed,46596
1719,8662,Directed,46597
400,8737,Directed,46598
714,8597,Directed,46599
2566,9016,Directed,46600
2566,9016,Directed,46601
205,8403,Directed,46602
2206,8539,Directed,46603
1816,8829,Directed,46604
2930,8949,Directed,46605
1719,8662,Directed,46606
1136,8734,Directed,46607
3686,9013,Directed,46608
714,8597,Directed,46609
3532,8540,Directed,46610
782,8825,Directed,46611
3080,9014,Directed,46612
1812,8410,Directed,46613
2566,9016,Directed,46614
366,8472,Directed,46615
2467,8649,Directed,46616
2917,8947,Directed,46617
2566,9016,Directed,46618
2566,9016,Directed,46619
205,8403,Directed,46620
2917,8947,Directed,46621
934,8576,Directed,46622
525,8534,Directed,46623
2917,8947,Directed,46624
2566,9016,Directed,46625
1251,8640,Directed,46626
3685,8716,Directed,46627
714,8597,Directed,46628
366,8472,Directed,46629
865,8578,Directed,46630
714,8597,Directed,46631
1816,8829,Directed,46632
873,8649,Directed,46633
366,8472,Directed,46634
865,8578,Directed,46635
879,8654,Directed,46636
3688,8985,Directed,46637
525,8534,Directed,46638
3426,8999,Directed,46639
997,8599,Directed,46640
1251,8640,Directed,46641
366,8472,Directed,46642
3532,8540,Directed,46643
2917,8947,Directed,46644
334,8459,Directed,46645
714,8597,Directed,46646
1992,8980,Directed,46647
366,8472,Directed,46648
1820,8584,Directed,46649
1348,8636,Directed,46650
1251,8640,Directed,46651
270,8432,Directed,46652
273,8399,Directed,46653
1251,8640,Directed,46654
2206,8539,Directed,46655
1820,8866,Directed,46656
366,8472,Directed,46657
2933,8276,Directed,46658
3080,9014,Directed,46659
714,8597,Directed,46660
1812,8410,Directed,46661
1655,8569,Directed,46662
3407,8545,Directed,46663
3689,8235,Directed,46664
1173,9012,Directed,46665
1173,9012,Directed,46666
1655,8569,Directed,46667
636,8576,Directed,46668
714,8597,Directed,46669
1719,8662,Directed,46670
2930,8949,Directed,46671
3532,8540,Directed,46672
1400,8761,Directed,46673
366,8472,Directed,46674
1816,8829,Directed,46675
2930,8949,Directed,46676
714,8597,Directed,46677
1812,8410,Directed,46678
205,8403,Directed,46679
879,8654,Directed,46680
865,8578,Directed,46681
3532,8540,Directed,46682
714,8597,Directed,46683
3080,9014,Directed,46684
3426,8999,Directed,46685
205,8403,Directed,46686
1221,8734,Directed,46687
243,8376,Directed,46688
442,8458,Directed,46689
400,9011,Directed,46690
714,8597,Directed,46691
714,8597,Directed,46692
1812,8410,Directed,46693
695,8734,Directed,46694
879,8654,Directed,46695
3690,8283,Directed,46696
636,8576,Directed,46697
695,8883,Directed,46698
695,8734,Directed,46699
3484,8985,Directed,46700
714,8597,Directed,46701
205,8403,Directed,46702
285,8436,Directed,46703
285,8436,Directed,46704
879,8654,Directed,46705
472,8510,Directed,46706
6,8233,Directed,46707
1238,8629,Directed,46708
768,8317,Directed,46709
205,8403,Directed,46710
879,8654,Directed,46711
557,8549,Directed,46712
335,8906,Directed,46713
695,8883,Directed,46714
636,8576,Directed,46715
205,8403,Directed,46716
879,8654,Directed,46717
319,8411,Directed,46718
879,8654,Directed,46719
557,8549,Directed,46720
21,8546,Directed,46721
1400,8761,Directed,46722
1251,8640,Directed,46723
205,8403,Directed,46724
557,8474,Directed,46725
549,8242,Directed,46726
879,8654,Directed,46727
6,8233,Directed,46728
1980,8562,Directed,46729
879,8654,Directed,46730
557,8549,Directed,46731
870,8411,Directed,46732
410,8294,Directed,46733
433,8870,Directed,46734
366,8472,Directed,46735
714,8597,Directed,46736
1400,8761,Directed,46737
433,8870,Directed,46738
3132,8950,Directed,46739
433,8870,Directed,46740
335,8301,Directed,46741
3691,9017,Directed,46742
3132,8950,Directed,46743
3132,8950,Directed,46744
3132,8950,Directed,46745
3691,9017,Directed,46746
557,8467,Directed,46747
714,8597,Directed,46748
3692,8253,Directed,46749
221,8734,Directed,46750
6,8233,Directed,46751
1863,8756,Directed,46752
1710,8549,Directed,46753
714,8597,Directed,46754
3080,9014,Directed,46755
221,8883,Directed,46756
197,8375,Directed,46757
483,8515,Directed,46758
3693,8649,Directed,46759
13,8239,Directed,46760
124,8332,Directed,46761
6,8233,Directed,46762
1058,8763,Directed,46763
3080,9014,Directed,46764
3694,8612,Directed,46765
3532,8540,Directed,46766
714,8597,Directed,46767
557,8549,Directed,46768
76,8327,Directed,46769
1261,8339,Directed,46770
334,8459,Directed,46771
1467,8768,Directed,46772
3691,9017,Directed,46773
963,8679,Directed,46774
1082,9006,Directed,46775
3691,9017,Directed,46776
410,8294,Directed,46777
714,8597,Directed,46778
483,8515,Directed,46779
3080,9014,Directed,46780
3691,9017,Directed,46781
2871,8380,Directed,46782
68,8887,Directed,46783
557,8549,Directed,46784
335,8461,Directed,46785
749,8904,Directed,46786
3385,8540,Directed,46787
499,8883,Directed,46788
714,8597,Directed,46789
3080,9014,Directed,46790
1903,8382,Directed,46791
3670,8395,Directed,46792
3671,9015,Directed,46793
335,8242,Directed,46794
3695,8641,Directed,46795
3696,8463,Directed,46796
285,8249,Directed,46797
3671,9015,Directed,46798
559,8540,Directed,46799
3142,8339,Directed,46800
221,8969,Directed,46801
1369,8768,Directed,46802
559,8540,Directed,46803
3696,8463,Directed,46804
3670,8395,Directed,46805
3080,9014,Directed,46806
695,8883,Directed,46807
3671,9015,Directed,46808
124,8332,Directed,46809
714,8597,Directed,46810
221,8883,Directed,46811
410,8294,Directed,46812
68,8546,Directed,46813
1400,8761,Directed,46814
3532,8540,Directed,46815
3691,9017,Directed,46816
1219,8576,Directed,46817
334,8459,Directed,46818
475,8483,Directed,46819
3080,9014,Directed,46820
3697,8371,Directed,46821
1068,8705,Directed,46822
3532,8540,Directed,46823
1400,8761,Directed,46824
124,8332,Directed,46825
400,8737,Directed,46826
410,8294,Directed,46827
1017,8648,Directed,46828
3080,9014,Directed,46829
124,8332,Directed,46830
1068,8705,Directed,46831
3691,9017,Directed,46832
124,8332,Directed,46833
76,8327,Directed,46834
1662,8812,Directed,46835
1467,8768,Directed,46836
331,8325,Directed,46837
3698,8435,Directed,46838
98,8540,Directed,46839
3691,9017,Directed,46840
3080,9014,Directed,46841
1400,8761,Directed,46842
124,8332,Directed,46843
410,8294,Directed,46844
3671,9015,Directed,46845
3671,9015,Directed,46846
1082,9006,Directed,46847
1381,8758,Directed,46848
124,8332,Directed,46849
601,8837,Directed,46850
98,8540,Directed,46851
124,8332,Directed,46852
3532,8540,Directed,46853
3699,8974,Directed,46854
2177,8880,Directed,46855
1329,8669,Directed,46856
3691,9017,Directed,46857
410,8294,Directed,46858
3385,8540,Directed,46859
3700,8262,Directed,46860
1044,8284,Directed,46861
124,8332,Directed,46862
3701,8376,Directed,46863
1662,8812,Directed,46864
124,8332,Directed,46865
76,8327,Directed,46866
226,8395,Directed,46867
3691,9017,Directed,46868
3702,8531,Directed,46869
196,8736,Directed,46870
124,8332,Directed,46871
196,8736,Directed,46872
1662,8812,Directed,46873
963,8679,Directed,46874
410,8294,Directed,46875
2177,8880,Directed,46876
963,8679,Directed,46877
3080,9014,Directed,46878
124,8332,Directed,46879
3691,9017,Directed,46880
1611,8877,Directed,46881
3484,8985,Directed,46882
2668,8389,Directed,46883
1647,8757,Directed,46884
3630,8418,Directed,46885
1647,8757,Directed,46886
714,8597,Directed,46887
1611,8877,Directed,46888
2866,8411,Directed,46889
3671,9015,Directed,46890
76,8327,Directed,46891
3703,8292,Directed,46892
3704,8339,Directed,46893
13,8239,Directed,46894
641,8580,Directed,46895
196,8736,Directed,46896
196,8736,Directed,46897
1647,8757,Directed,46898
3704,8339,Directed,46899
3699,8562,Directed,46900
3532,8540,Directed,46901
400,8737,Directed,46902
3691,9017,Directed,46903
76,8327,Directed,46904
3532,8540,Directed,46905
1990,8640,Directed,46906
232,8398,Directed,46907
12,8996,Directed,46908
